web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576101080-681","https://losestudiantes.co/","Luis Carlos Belalcazar CeronIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/luis-carlos-belalcazar-ceron","debería ser mas dinámico en las clases, cuando vi la materia dejo los temas muy por encima, inclusive no concluimos con todo el programa propuestoCons: se limita a leer las diapositivas que lleva a clase","2.5"
"1576101409-833","https://losestudiantes.co/","Luis Alejandro Boyaca MendivelsoIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/luis-alejandro-boyaca-mendivelso","Es un profesor maravilloso, explica con detenimiento y paciencia.

Es muy inteligente y amablePros: Paciencia
Facilidad de entendimiento","5"
"1576101409-836","https://losestudiantes.co/","Luis Alejandro Boyaca MendivelsoIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/luis-alejandro-boyaca-mendivelso","Explica muy bien los temas y los domina. Tiene la disposición de ayudar a los estudiantes con los temas que no se comprendan. Es justo calificando y evaluando los parciales.","4"
"1576101409-835","https://losestudiantes.co/","Luis Alejandro Boyaca MendivelsoIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/luis-alejandro-boyaca-mendivelso","Este profesor es un amor :) Pros: Es amable,ordenado, explica muy bien, busca que los estudiantes aprendan y no califica tan duro.  Cons: En ocasiones puede dejar bastantes trabajos","5"
"1576101145-706","https://losestudiantes.co/","Nestor Algecira EncisoIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/nestor-algecira-enciso","Es amable, pero muy flojo. No explica mucho. NO sentí que aprendiera mucho de él.Pros: Califica suaveCons: No prepara clases","2.3"
"1576101461-850","https://losestudiantes.co/","Jairo Ernesto PerillaIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/jairo-ernesto-perilla-perilla","Es un excelente profesor. Sabe muy bien de lo que habla, de hecho, conoce tanto, que suele divagar mucho; pero todo, absolutamente todo lo que él dice es supremamente interesante, y ayuda a afianzar los conocimientos teóricos que imparte. Maneja material didáctico muy bueno y la materia también tiene parte práctica. Los parciales no son triviales, son muy trabajables si uno estudia. Pone tareas generalmente 1 por semana pero son sencillas. Muy recomendado.Pros: Conoce muchísimo del tema
Explica realmente bien","5"
"1576101138-705","https://losestudiantes.co/","Pedro Janer Bejarano JimenezIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/pedro-janer-bejarano-jimenez","Es un excelente profesor ,siempre amable y se le nota el amor por la carrera además de que lo transmite.","5"
"1576101247-765","https://losestudiantes.co/","Luis Ignacio Rodriguez VarelaIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/luis-ignacio-rodriguez-varela","Es quizá uno de los mejores profesores del departamento de Ingeniería Química y Ambiental. Tiene mucha experiencia en la industria, maneja los temas como ninguno. Es muy amable y tiene una calidad humana excepcional.Pros: Siempre está dispuesto a atender dudas.
Sabe mucho del sector productivo colombiano.
Comprende a sus estudiantes y ayuda mucho.Cons: Suele llegar un poco tarde a clase.","5"
"1576101065-677","https://losestudiantes.co/","Jaime Leon Aguilar AriasIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/jaime-leon-aguilar-arias","El profesor es algo monótono; sus clases son algo aburridas, pero los temas que explica son interesantes. Hay veces que él se confunde un poquito... tal vez un muchito, pero al final siempre encontrábamos la solución entre todos. Hay 2 proyectos en los que es importante y apreciado por el profe que e manejen bien las macros de excel, y si es posibl...
Leer más...","4"
"1576101345-813","https://losestudiantes.co/","Dolly Santos BarbosaIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/dolly-santos-barbosa","Es una muy mala profesora. En verdad se le ve el esfuerso que le pone a su labor, pero es que simplemente no está hecha para esto. Es muy desorganizada, y dicta los temas de fofma muy confusa. Es de animo cambiante, así que pedirle una explicación o aclaración puede convertirse en en insulto para ella. Los temas no los explica a profundidad, y muchas veces se queda en cosas que no valen la pena, lo que sí importa de la materia no lo explica. Los parciales son fáciles, y deja bastabtes trabajos, que no sirven de mucho.Cons: Desorganizada
Se irrita facilmente
No explica lo realmente importante","1.9"
"1576101196-732","https://losestudiantes.co/","Paulo Cesar Narvaez RinconIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/paulo-cesar-narvaez-rincon","Es un buen profesor, y se nota que tiene muchísimos conocimientos muy valiosos, pero en realidad me parece que se desperdicia todo eso en la materia. Él explica los pasos a seguir para la realización conceptual de un proceso en ing. química, pero casi que solo repite lo que está en su libro. Si bien es cierto dice cosas muy interesantes que no aparecen en su libro, y te hace pensar realmente como un ingeniero, creo que perfectamente se podría omitir ese módulo y leer el libro. El profesor hace que los estudiantes tomemos conciencia de muchas cosas a las que generalmente no le prestamos atención, y en realidad se nota que es un profesor muy comprometido y con mucho por dar.Pros: Sabe de muchas cosas
Comprometido","4.5"
"1576101217-741","https://losestudiantes.co/","Mario Enrique Velasquez LozanoIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/mario-enrique-velasquez-lozano","Mal docente, no se aprende nada, no prepara las clases, no es ordenado con notas, NO LO RECOMIENDO para ninguna materia!! Y eso que me dicto introduccion a la ingenieriaPros: Sabe mucho en el campo investigativo Cons: Desordenado
Impuntual 
A veces grosero","1.5"
"1576101080-685","https://losestudiantes.co/","Luis Carlos Belalcazar CeronIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/luis-carlos-belalcazar-ceron","No explica mal, pero es muy escuelero, aunque da muchas oportunidades para pasar y sus talleres valen lo mismo que un parcial y son extremadamente faciles, los ejercicios del parcial los toma de alguno de los 3 libros por lo que si los practica la pasa alta (gooding, felder o reklaitis)","3.5"
"1576101225-760","https://losestudiantes.co/","Gabriel Eduardo Rocha CaminoIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/gabriel-eduardo-rocha-camino","En mi opinión es el MEJOR profesor de ingeniería química, de las pocas personas que hace que los estudiantes se esfuercen. Aunque no es fácil ver una materia con él, sabe explicar como ningún profesor, pero así mismo son los parciales","5"
"1576101181-723","https://losestudiantes.co/","Ruth LancherosIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/ruth-lancheros","Pues  no sabe mucho de fluidos, y no seria nadie si no fuera por las diapositivas.

Afortunadamente los parciales eran fáciles.Pros: Parciales facilesCons: No sabe","2.9"
"1576101181-726","https://losestudiantes.co/","Ruth LancherosIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/ruth-lancheros","Para mí, ha sido una de las peores profesoras que he tenido, y una de las peores del departamento. Cuando yo vi la materia, era la primera vez que dictaba clase y fue terrible! En un principio explicaba muy lento, y cuando llegaba el parcial nos embutió todo lo que faltaba en 1 clase, y en los cortes siguientes no fue tan así, pero sí. Los parciale...
Leer más...Cons: Parciales injustos
Explica por encima","2"
"1576101153-708","https://losestudiantes.co/","Nelson Anibal Pinzon CasallasIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/nelson-anibal-pinzon-casallas","Dado que Fluidos (2015714) es una asignatura que decidió impartirse modularmente, los dos (2) primeros módulos fueron ofrecidos por el colega Jorge Manrique —más a este respecto en la reseña— así que quien determina la calificación final es quien imparte los dos (2) últimos módulos. En el caso presente, fue el Prof. Nelson.

Emplea un lenguaje comprensible y un tono de voz bastante amigable que puede sonar inocente; sin embargo, él es un adulto y no hay que pensar que lo es precisamente. Explica meticulosamente; no obstante, los exámenes parciales son en conjunto. Son diseñados bajo la influencia de los otros profesores, quienes no están realmente de acuerdo en qué temas se han enseñado en sus respectivos grupos. Este profesor explica apropiadamente, mas los temas que resultan en el examen parcial son un poco más avanzados que los propios del curso.Pros: Espectacular tono de voz y simpatía convenientes para las lecciones.
Es paciente.","4.5"
"1576101440-845","https://losestudiantes.co/","Ruben Dario Godoy SilvaIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/ruben-dario-godoy-silva","En diseño de procesos químicos y bioquímicos explica muy bien su módulo. Él, cualquier cosa la explica de una forma excelente, le entiendes muy bien y trata de asociar las cosas con cosas de la vida cotidiana, y ejemplos en la industria. En verdad sabe te todo! Pero en las sustentaciones te puede preguntar de cualquier cosa, hay que tener todo en c...
Leer más...Pros: Explica excelente
Divertidísimo y ameno
Sabe de todo
Te ayuda en lo que pidas (si lo encuentras)Cons: Le gusta corchar
Es muy impuntual","4.7"
"1576101217-742","https://losestudiantes.co/","Mario Enrique Velasquez LozanoIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/mario-enrique-velasquez-lozano","El tipo me pareció buen profesor, pero como habla despacio en clase a uno le queda difícil mantenerse concentrado en lo que dice, pero aún así se hace entender.Pros: Es justo calificando.
Es amable dando retroalimentaciones.Cons: A veces se molesta por nimiedades.
Se puede exasperar tratando de resolverte una duda.","3.5"
"1576101167-716","https://losestudiantes.co/","Luis Fernando Cordoba CastrillonIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/luis-fernando-cordoba-castrillon","El profesor es bueno, conoce de todos los temas de la materia, y generalmente siempre está dispuesto a resolver dudas; pero se confunde fácilmente y eso hace que los estudiantes también nos confundamos. A veces hablar con él es tedioso porque se toma su tiempo para entender lo que uno le dice, y a veces también se confunde hablando con uno, pero es muy amable y cuando hay entendimiento entre las partes, el profesor es de mucha ayuda. En cuanto a notas, no califica duro.Cons: A veces es difícil la comunicación","3.8"
"1576101276-784","https://losestudiantes.co/","Marcelo Enrique Riveros RojasIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/marcelo-enrique-riveros-rojas","Este profesor decidió retirarse en 2018-II, luego las referencias aquí expuestas hacen parte del histórico.

Su metodología fue apropiada, pues insistía en dar una mirada general al significado de termodinámica. Recogía constantemente ejemplos, analogías de otros cursos e, inclusive, otras disciplinas para dejar en claridad los temas. Si bien su edad implicaba ejemplos y lenguaje de tiempos pretéritos, aún eran comprensibles muchas de sus explicaciones.Pros: Un ejemplo a seguir.Cons: Decidió retirarse.","4.7"
"1576101261-771","https://losestudiantes.co/","Hugo Martin Galindo ValbuenaIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/hugo-martin-galindo-valbuena","Es el profesor más dulce y bueno que he conocido en mi vida, es de ese tipo de profesores que se preocupan nada más que por el hecho de que el estudiante aprenda. Es bastante exigente, pero dependiendo del empeño que le pongas a la materia te ayudará; se requiere bastante trabajo autónomo, pero vale la pena por completo. Adelanta temas de otras materias y te enseña a tenerle gusto verdadero a esta carrera, vería todas mis materias disciplinares con él si fuera posible.","5"
"1576101247-764","https://losestudiantes.co/","Luis Ignacio Rodriguez VarelaIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/luis-ignacio-rodriguez-varela","Nachito es un profesor en exceso querido. Al principio puede parecer serio pero en realidad es un amor. Con él se aprende bastante de lo que es esos datos curiosos que todo futuro ingeniero químico deberia saber, y la trayectoria profesional del man es buenísima. Lo escucharán mencionar al menos unas veinte veces la palabra “Supercríticos”. De pronto pueden sentir que se duermen cuando habla, puesto que su tono de voz es algo monótono, pero si le trabajas es muy fácil dejar Intro alta con él.Pros: Es un amor de persona
Tiene cierto interés por que se den ideas en clase y espera asimismo que sus estudiantes estén informados.
El man entiende el valor de venir desde cualquier parte del país, pero mejorar con el estudio.Cons: Suele llegar tarde.
Voz arrulladora.
Tal vez se pierdan un par de clases porque él da otro curso en el Guaviare.","4.5"
"1576101065-675","https://losestudiantes.co/","Jaime Leon Aguilar AriasIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/jaime-leon-aguilar-arias","El man es muy teso, esta medio loquito pero igual es re buena onda.

Lo que evalúa es lo que enseña y es super todo bien.","4.4"
"1576101225-757","https://losestudiantes.co/","Gabriel Eduardo Rocha CaminoIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/gabriel-eduardo-rocha-camino","Es un buen profesor, sus explicaciones son claras y está dispuesto a resolver dudas de los estudiantes.","4.6"
"1576101345-806","https://losestudiantes.co/","Dolly Santos BarbosaIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/dolly-santos-barbosa","Parece la monitora de una ruta de colegio.


Que bodrio de profesora. Jode hasta por el color de piel.Pros: Tiene?Cons: Me quedo aquí toda la vida.","1.5"
"1576101022-659","https://losestudiantes.co/","Hector Armando Duran PeraltaIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/hector-armando-duran-peralta","Pros: Mucha matemática, me fascinaCons: Mucho trabajo, aunque da tiempo de entregar","5"
"1576101080-680","https://losestudiantes.co/","Luis Carlos Belalcazar CeronIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/luis-carlos-belalcazar-ceron","Explica todo muy por encima y todo lo saca de un libro.Cons: Le responde muy feo a los estudiantes.","3"
"1576101225-754","https://losestudiantes.co/","Gabriel Eduardo Rocha CaminoIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/gabriel-eduardo-rocha-camino","Sabe mucho y se esfuerza para que en la clase la gente entienda, pero en horarios de atención, que te responda alguna pregunta es un milagro, y generalmente saca la excusa de que esta muy ocupado en el horario de atención que él establecióPros: Enseña muy claramente.Cons: Los parciales son bastante dificiles","3"
"1576101181-727","https://losestudiantes.co/","Ruth LancherosIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/ruth-lancheros","Para mí, ha sido una de las peores profesoras que he tenido, y una de las peores del departamento. Cuando yo vi la materia, era la primera vez que dictaba clase y fue terrible! En un principio explicaba muy lento, y cuando llegaba el parcial nos embutió todo lo que faltaba en 1 clase, y en los cortes siguientes no fue tan así, pero sí. Los parciales fueron muchísimo más difíciles de lo que habíamos visto pero los talleres y trabajos eran ejercicios súper fáciles. No la recomiendo para nada.Cons: Parciales injustos
Explica por encima","2"
"1576101065-671","https://losestudiantes.co/","Jaime Leon Aguilar AriasIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/jaime-leon-aguilar-arias","Es un profesor promedio. Es muy lento en clase, no hace muchos ejercicios y usa mucho su computador para explicar lo cual resulta un poco agotador. Como persona es muy amable y gracioso. Se hace coger mucho aprecio y a veces es gracioso. Pros: Amable.
Cons: No explica los temas muy a profundidad
No se hacen muchos ejercicios en clase
Se demora mucho calificando y dando notas","3.5"
"1576101313-795","https://losestudiantes.co/","Joaquin Enrique Tirano VanegasIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/joaquin-enrique-tirano-vanegas","El profe explica bien, pero a veces es algo confuso. A veces es gracioso, y la clase es más amena así, pero generalmente es algo aburrida, y tal vez no sea el profe sino el tema. Los parciales son complicados, y por lo menos en mi semestre, el 90% de las personas sacó 3.3. Lo importante con él es el proyecto, que se trata de programar en unos progr...
Leer más...","3"
"1576101261-778","https://losestudiantes.co/","Hugo Martin Galindo ValbuenaIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/hugo-martin-galindo-valbuena","Es de los mejores profesores en Ingeniería Química, explica muy bien los temas vistos y en ocasiones intenta ir más allá de los temas de la materia, se preocupa porque los estudiantes aprendan.","5"
"1576101261-770","https://losestudiantes.co/","Hugo Martin Galindo ValbuenaIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/hugo-martin-galindo-valbuena","Valora el trabajo que uno hace, eso sí, es mucho trabajo.","5"
"1576101037-665","https://losestudiantes.co/","Armando Espinosa HernandezIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/armando-espinosa-hernandez","Las clases con él son un poco aburridas y son un poco lentas, pero es un profesor que sabe mucho y no es muy difícil","3.8"
"1576101217-748","https://losestudiantes.co/","Mario Enrique Velasquez LozanoIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/mario-enrique-velasquez-lozano","Al igual que su compañera, molesta por muchas bobadas, aunque no tanto como ella. Pasa por el auditorio despertando a las personas que están dormidas y a veces se puede irritar por cosas que no valen la pena. Hace buenos aportes en las presentaciones.","3.3"
"1576101393-823","https://losestudiantes.co/","Gerson Andres RodriguezIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/gerson-andres-rodriguez-rodriguez","Muy buen profesor. Él explica todos los temas súper claros... realmente es impresionante, no había dudas en esa clase porque él explicaba todo, todo! Es muy organizado con sus temas y deja algunos talleres que son de mucha ayuda con los temas. No alcanzamos a ver todos los temas así que al final nos tocó correr con segunda ley, pero él siempre está dispuesto a aclarar dudas y demás. Hace quices sencillos, con revisar los apuntes basta, y cuando era él quien hacía los parciales, eran laaaargos, pero bien razonables. Algo peculiar, es que la clase es eterna, y un poco aburrida, pero más que todo eterna.Pros: Explica muy claro
Disponibilidad para resolver dudas","4.7"
"1576101217-744","https://losestudiantes.co/","Mario Enrique Velasquez LozanoIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/mario-enrique-velasquez-lozano","Las clases son aburridas y las temáticas en comparación a otros grupos se ven muy por encima y muy despacio.
No dicta las horas completas de clase, a veces solo dura 30 minutos en el salón y se va.
El 90% de las veces llega tarde y directamente no llegó a la primera clase. 
PESIMOOOOPros: Los parciales son faciles, salen de los ejercicios del resueltos del libro y el le dice cuales estudiarCons: -Es muy aburrido
-No se aprende nada","3"
"1576101109-700","https://losestudiantes.co/","Nestor Yezid Rojas RoaIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/nestor-yezid-rojas-roa","Muy buen profesor. Maneja los temas excelente y pues la metodología generalmente la pone a disposición de estudiantes, es decir, pregunta si así como van está bien... etc.","4.6"
"1576101440-848","https://losestudiantes.co/","Ruben Dario Godoy SilvaIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/ruben-dario-godoy-silva","En diseño de procesos químicos y bioquímicos explica muy bien su módulo. Él, cualquier cosa la explica de una forma excelente, le entiendes muy bien y trata de asociar las cosas con cosas de la vida cotidiana, y ejemplos en la industria. En verdad sabe te todo! Pero en las sustentaciones te puede preguntar de cualquier cosa, hay que tener todo en consideración... todo! Siempre me ha parecido que es él quien más te puede corchar en esas sustentaciones.Pros: Explica excelente
Divertidísimo y ameno
Sabe de todo
Te ayuda en lo que pidas (si lo encuentras)Cons: Le gusta corchar
Es muy impuntual","4.7"
"1576101080-679","https://losestudiantes.co/","Luis Carlos Belalcazar CeronIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/luis-carlos-belalcazar-ceron","El profesor no explica muy bien, y los temas que explica no son todos. No aprendí mucho la verdad. La mitad del semestre vimos casi que solo conversiones y en la otra mitad sí lo que se ven en la materia, pero muy por encima porque claramente no alcanzaba el tiempo. El trabajo en clase era importante, y en los mismos grupos de 3 personas, pero los ejercicios eran muy sencillos. En los parciales, creo que siempre los sacaba del Felder, entonces si estudiabas del Felder, ya tenías el parcial hecho; pero en verdad, no vale la pena ver con él. No llegas muy bien a a las materias que siguen.Cons: No enseña todos los temas
Lo que enseña, es por encima","2.5"
"1576101409-824","https://losestudiantes.co/","Luis Alejandro Boyaca MendivelsoIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/luis-alejandro-boyaca-mendivelso","Es buen profesor. Tiene demasiada paciencia para explicar los temas de la clase y se esfuerza por poner varios ejemplos que ayuden a visualizar cada tema. Usualmente tiene un ejemplo idóneo para cada uno.
Los parciales son exigentes pero acorde a lo que enseña. Deja trabajos en grupo que son de muchísima ayuda.","4.5"
"1576101189-729","https://losestudiantes.co/","Gerardo Rodriguez NinoIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/gerardo-rodriguez-nino","El profesor es excelente. Conoce perfectamente los temas y los explica de forma clara y consisa. Todo lo que se ve, lo relacio a con la vida laboral y cotidiana; y bota consejos muy muy buenoa y útiles para nosotros como estudiantes. Deja ejercicios para practicar, lecturas y aunque no los califica y los parciales a veces son difíciles, a veces no. Vale mucho la pena verla con él.Pros: Explica excelente
Se aprenden muchas más cosas a parte de la materia","5"
"1576101330-804","https://losestudiantes.co/","Lucía Pérez RamírezIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/luc%C3%ADa-p%C3%A9rez-ram%C3%ADrez","La profe se interesa por lo que van a hacer sus estudiantes, siempre se pone al tanto de la practica que ellos realizarán. Es comprensiva y colaboradora. Genera  un buen ambiente de trabajo.","4.4"
"1576101417-839","https://losestudiantes.co/","Alejandro Amadeus Castro VegaIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/alejandro-amadeus-castro-vega","Es buen profesor, las clases son divertidas y dinámicas.
Luego en otras materias sentí que tenía vacíos teóricos, pero no de análisis. Pues los parciales son de analizar situaciones y equipos, si se necesitan ecuaciones él las da, pero le gusta hacer parciales con un tema practico especifico. 
Hace trabajos prácticos durante el semestre y pide hacer el informe con los resultados dentro de la misma clase.
Da bonos si uno entrega los trabajos o el parcial en ingles.Pros: Clase dinámica.
Trabajos prácticos.
Parciales acordes con lo visto en clase.
Bonos por usar segunda lengua.
Cons: No profundiza mucho en la teoría detraes de los fenómenos de sólidos.","4"
"1576101037-661","https://losestudiantes.co/","Armando Espinosa HernandezIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/armando-espinosa-hernandez","Sus clases pueden llegar a ser aburridas pero muy por dentro intenta que se entiendan, el parcial en resumen son los talleres que deja en clase, y si el profesor nota un mínimo esfuerzo e interés en la clase prácticamente te regala la nota.
Eso sí, los temas no son tan fáciles a entender a la primera, para eso toca un poco de estudio autónomo.","4"
"1576101095-694","https://losestudiantes.co/","Jorge Orlando Manrique PerdomoIngeniería Química","https://losestudiantes.co/universidad-nacional/ingenieria-quimica/profesores/jorge-orlando-manrique-perdomo","En clase no explica las cosas tan minuciosamente. Promueve mucho el estudio autónomo y realmente es la única manera de poder medio ir a la par con el programa de la materia. En clase a veces nadie comprende bien que tema se ve porque toca muchos al tiempo. Ver una materia con él es para comprometerse a estudiar todo autónomo Pros: En horario de atención es totalmente diferente y explica bastante bien en grupos pequeños.Cons: Muchas veces llega un poco tarde o cancela la clase y no la repone","2.5"
