web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576035240-914","https://losestudiantes.co/","Luis Miguel Tarquino PuertoDiseño Industrial","https://losestudiantes.co/universidad-nacional/diseno-industrial/profesores/luis-miguel-tarquino-puerto","Tiene un ojo muy agudo para los problemas que evidencia el proyecto que el estudiante le presenta, lo cual da lugar a bastantes criticas constructivas (aunque a veces vacilantes y ambiguas) que ayudan a entender mejor. Es muy exigente con una investigación ámplia y juiciosa. Las clases suelen ser de alto nivel autónomo. Es una clase muy exigente: E...
Leer más...Pros: Objetividad en la critica y la retroalimentación
Se aprende mucho sobre aspectos ergnómicos, Diseño universal y usabilidadCons: Tiempos cortos para algunas entregas","4"
"1576035162-906","https://losestudiantes.co/","Andres Sicard CurreaDiseño Industrial","https://losestudiantes.co/universidad-nacional/diseno-industrial/profesores/andres-sicard-currea","Pros: Exigente.","5"
"1576035240-918","https://losestudiantes.co/","Luis Miguel Tarquino PuertoDiseño Industrial","https://losestudiantes.co/universidad-nacional/diseno-industrial/profesores/luis-miguel-tarquino-puerto","Tiene un ojo muy agudo para los problemas que evidencia el proyecto que el estudiante le presenta, lo cual da lugar a bastantes criticas constructivas (aunque a veces vacilantes y ambiguas) que ayudan a entender mejor. Es muy exigente con una investigación ámplia y juiciosa. Las clases suelen ser de alto nivel autónomo. Es una clase muy exigente: Exige trabajar en dos proyectos al tiempo; exige precisión en los términos de ergonomía y demás cuando se expone y exige trabajar en grupo. Pros: Objetividad en las criticas sobre el proyecto
Se aprende mucho sobre aspectos ergonómicos
Cronograma y obejtivos de la materia claros y organizados","4"
"1576035312-925","https://losestudiantes.co/","Ricardo Guillermo Rivadeneira VelasquezDiseño Industrial","https://losestudiantes.co/universidad-nacional/diseno-industrial/profesores/ricardo-guillermo-rivadeneira-velasquez","En su clase se abarcan bastantes temas, de un modo práctico, y teórico. El profesor deja una serie de lecturas, y a partir de estas, se realizan mapas conceptuales, ensayos o reseñas. Incluye algunas salidas, y en clase comenta lo tratado, además de dar su punto de vista ante la realidad del diseñador industrial. Le interesa generar en el estudiante un pensamiento crítico, y poder desarrollar habilidades en cuanto a lectoescritura.Pros: Aunque sus temas son densos, sabe manejar los y hace amena la clase. Es muy objetivo exigente en la calificación de los ensayos, lo que resulta conveniente para mejorar. Hay que ser muy organizado con el tiempo, para poder generar todas las actividades planteadas, pero que sean varias ayuda para la calificación final.","5"
"1576035348-928","https://losestudiantes.co/","Jairo Alberto Leal PalacioDiseño Industrial","https://losestudiantes.co/universidad-nacional/diseno-industrial/profesores/jairo-alberto-leal-palacio","Tomé clase de comunicación con este docente y pagó completamente la inscripción: aprendí mucho y a punta de chistes flojos me hizo perderle el miedo a hacer las cosas.Pros: Exigencia que deviene en aprendizaje.","5"
"1576035326-927","https://losestudiantes.co/","Juan Carlos Mendoza CollazosDiseño Industrial","https://losestudiantes.co/universidad-nacional/diseno-industrial/profesores/juan-carlos-mendoza-collazos","La clase de conforma de salidas a empresas; hacer informes sobre éstas; Hacer presentaciones junto con entregas gráficas de investigación sobre materiales o temas relacionados a las propiedades de estos. Así que en cuanto a trabajos son relativamente sencillos pero hay que ser juicioso en las fechas. El profesor tiene mucho conocimiento pero a veces se le dificulta en su retorica que sea facilmente recibido como información importante por los estudiantes. Se aprende mucho sobre materiales pero suele caer en el tedio en las clases que usualmente las dicta con diapositivas.Pros: Se aprende mucho sobre materiales y sus propiedades
Hay salidas de campo a empresas de renombreCons: Caracter estricto que dificulta a veces una expresión espontanea del estudiante en clase.","3.7"
"1576035298-922","https://losestudiantes.co/","Manuel Ricardo Ruiz OrtizDiseño Industrial","https://losestudiantes.co/universidad-nacional/diseno-industrial/profesores/manuel-ricardo-ruiz-ortiz","La clase con este profesor se vuelve una charla directa sobre cómo hacer el proyecto, porque no enseña teoría. Manda bastante material de consulta.Pros: Cuando le interesa el proyecto ayuda.Cons: Sí no le interesa el tema, se va en tiempo de clase para el laboratorio de ergonomía.","3.6"
"1576035269-921","https://losestudiantes.co/","Jorge Orlando Forero GonzalezDiseño Industrial","https://losestudiantes.co/universidad-nacional/diseno-industrial/profesores/jorge-orlando-forero-gonzalez","En su clase es necesario comprender la parte productiva de la organización, tiene claridad y ayuda en ciertos casos.Pros: Al principio explica bien. Después se vuelve más como consultas puntuales sobre el proyecto. Cons: Llega tarde, se va por prolongado tiempo de la clase.","3.6"
"1576035240-913","https://losestudiantes.co/","Luis Miguel Tarquino PuertoDiseño Industrial","https://losestudiantes.co/universidad-nacional/diseno-industrial/profesores/luis-miguel-tarquino-puerto","Es un profesor que se caracteriza por tener una cátedra muy buena, y el cual no permite que los estudiantes se distraigan en su clase. La mayoría de trabajos suelen ser exposiciones en grupo, entre 2 y 4 estudiantes por lo general; siempre da un buen tiempo para preparar las exposiciones, para que al momento de exponer los demás estudiantes puedan aprender bastante. Durante las exposiciones suele pedir que los estudiantes tomen apuntes, porque también  son muy comunes los exámenes en la clase de él, pero siempre son pocas preguntas muy puntuales. Me parece buen profesor porque es bastante objetivo al momento de calificar, y se aprende bastante en su clase si se aprovecha como es.Pros: Se aprende bastante en la materiaCons: Aveces no es muy ordenado con las fechas de calificación y entrega","4"
"1576035262-920","https://losestudiantes.co/","Rosario Guerrero CastellanosDiseño Industrial","https://losestudiantes.co/universidad-nacional/diseno-industrial/profesores/rosario-guerrero-castellanos","En su clase hay un ejercicio bastante interesante para conocer una empresa real, teniendo el enfoque organizacional. Además de esto propone una serie de lecturas en las que se debe realizar un mapa conceptual. Las entregas son infografías, un informe, y varios elementos que no son dados en clases. Me parece que su clase se basa en sus historias más que en un contenido real.Pros: El ejercicio de la empresa es bueno e interesanteCons: Su calificación se basa mucho en la persona que esté al frente, tiene comentarios fuera de lugar.","2.8"
