web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576037185-1212","https://losestudiantes.co/","Jose Luis Altafulla MarrugoLiteratura","https://losestudiantes.co/universidad-nacional/literatura/profesores/jose-luis-altafulla-marrugo","Las clases de Altafulla son buenas, pero se desvía mucho de la temática de la clase. Le gusta leer cosas que no son tan comunes en la carrera. Es exigente con la escritura. Puede resultar arrogante en su forma de hablar y en su disposición corporal en la clase. Si es juicioso con la lectura puede aprender harto.","3.8"
"1576037115-1201","https://losestudiantes.co/","Edson David Rodriguez UribeLenguas Extranjeras","https://losestudiantes.co/universidad-nacional/lenguas-extranjeras/profesores/edson-david-rodriguez-uribe","Muy buen profesor, un método de enseñanza muy bueno para aprender cualquier idioma, clases muy didacticas, y se deja altaPros: apoya cuando uno se está quedando atrasado.
Sus clases no son nada aburridasCons: ninguno","5"
"1576037419-1235","https://losestudiantes.co/","Luis Orlando Hernandez CamargoLenguas Extranjeras","https://losestudiantes.co/universidad-nacional/lenguas-extranjeras/profesores/luis-orlando-hernandez-camargo","Demasiado prepotente, crecido y mierdaPros: NingunoCons: Prepotencia
Comunicación","1.5"
"1576037299-1224","https://losestudiantes.co/","Francisco Perez GomezLenguas Extranjeras","https://losestudiantes.co/universidad-nacional/lenguas-extranjeras/profesores/francisco-perez-gomez","Pros: Demasiado didáctico, se aprende demasiado en sus clases, sea cual sea.","5"
"1576037532-1242","https://losestudiantes.co/","Carlos RiguerosLenguas Extranjeras","https://losestudiantes.co/universidad-nacional/lenguas-extranjeras/profesores/carlos-rigueros","Es buen profesor. Explica bien los temas y la clase es entretenida, pero definitivamente podría serlo más. Trabaja mucho con elementos electrónicos, por lo que unas clases eran en el ALEX y las otras en la clase. Trabaja bien con el libro y el material dado en clase. al final hay un proyecto, de hablar sobre algún nobel de paz que él te designa, y es algo estricto con eso. De resto, podría decirse que es relajado.","3.8"
"1576037228-1215","https://losestudiantes.co/","Leonardo VarelaLenguas Extranjeras","https://losestudiantes.co/universidad-nacional/lenguas-extranjeras/profesores/leonardo-varela","He visto tres materias con él, muuuy bueno.
En gramática el enfoque al final es hacia el análisis del discurso.Pros: El mejor profesor del departamento.
Sus clases son muy divertidas, se aprende mucho, es muy querido, tiene una magia muy particular.
Puede ver tu alma.
Dan ganas de trabajar.","5"
"1576037773-1261","https://losestudiantes.co/","Diego Alberto Torres AyalaLenguas Extranjeras","https://losestudiantes.co/universidad-nacional/lenguas-extranjeras/profesores/diego-alberto-torres-ayala","Diego es un man relajado, sabe, es entretenido, uno entiende todo. Sus clases son buenas, el único lío que tiene es que te deja por fallas aunque saques 5 en nota.","4.7"
"1576037773-1260","https://losestudiantes.co/","Diego Alberto Torres AyalaLenguas Extranjeras","https://losestudiantes.co/universidad-nacional/lenguas-extranjeras/profesores/diego-alberto-torres-ayala","No tiene buena comunicación con los estudiantes y es demasiado egocéntrico","1.5"
"1576037178-1209","https://losestudiantes.co/","Norma Isabel OjedaLenguas Extranjeras","https://losestudiantes.co/universidad-nacional/lenguas-extranjeras/profesores/norma-isabel-ojeda-ojeda","Es la mejor profesora del departamento.Pros: Se aprende resto, le importa tu proceso, lee y corrige los trabajos.Cons: La dificultad, pero por eso mismo vale la pena.","5"
"1576037207-1213","https://losestudiantes.co/","Alfonso Mejia CasasLenguas Extranjeras","https://losestudiantes.co/universidad-nacional/lenguas-extranjeras/profesores/alfonso-mejia-casas","el tipo es un morboso de asco, ademas es lo más flojo que hay de la carrera. Sabe mucho pero se nota que ni prepara las clases.Pros: Sabe muchoCons: No sabe enseñar
Es lo más morboso que hay
Es flojo e irresponsable","2"
