web-scraper-order,web-scraper-start-url,profesoresurl,profesoresurl-href,review,nota
"1576031520-344","https://losestudiantes.co/","Enrrique Zerda OrdonezBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/enrrique-zerda-ordonez","El profesor sabe bastante sobre el comportamiento animal y es grato recibir sus exposiciones del tema. La metodología con él es el desarrollo de un examen parcial relacionado con lo que ha enseñado, y la exposición de un artículo asignado sobre algún tema asociado. El docente sabe transmitir sus conocimientos de buena manera y no es de poner malas calificaciones. Lo único malo es que sus clases pueden dar sueño.","4"
"1576031923-426","https://losestudiantes.co/","John Douglas LynchBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/john-douglas-lynch","El profesor sabe bastante y tiene mucho conocimiento para compartir, porque lo ha estudiado o ha trabajado en ello, pero no es agradable recibir sus clases dado que habla muy enredado el español. Sin embargo, resalto que prepara muy bien sus clases y que deja diferentes trabajos útiles para comprender de mejor forma las temáticas expuestas en clase.Pros: Sabe bastante.Cons: No domina el español.","4"
"1576031299-276","https://losestudiantes.co/","Jimena Sanchez NievesBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/jimena-sanchez-nieves","Pros: Es muy querida e intenta que todos los estudiantes aprendan.Cons: A veces se traba hablando y sus clases pueden ser un poco aburridas.","4.5"
"1576031327-287","https://losestudiantes.co/","Miguel Angel Gamboa GaitanBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/miguel-angel-gamboa-gaitan","Sus clases no son ni buenas ni malas, improvisó prácticas de laboratorio que hicieron las clases y la materia algo más interesantes, pero debido al tamaño del curso y de los grupos de trabajo fue difícil realizar las prácticas adecuadamente, pidió bitácora e informe pero nunca fue claro cómo se debían hacer correctamente ya que las notas que puso e...
Leer más...Cons: A mi parecer no toma con seriedad el curso
Las calificaciones no fueron objetivas
Le da un enfoque muy botánico a la materia","2.5"
"1576031285-273","https://losestudiantes.co/","Alejandro Chaparro GiraldoBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/alejandro-chaparro-giraldo","Explica normal, se le entiende, en el modulo de el sabe mucho del tema Pros: Se le entiende Cons: Publica la nota despues de terminado el modulo","4"
"1576031787-403","https://losestudiantes.co/","Enrico Nasi LignaroloBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/enrico-nasi-lignarolo","El profesor es excelente en todo sentido. Es muy buena persona, evidentemente tiene un amplio conocimiento en el área y se hace entender fácilmente con lo que explica. Esto último, siempre y cuando se tenga dominio en los fundamentos del curso. Sé que el docente tiene un largo trayecto en la biofísica, de modo que sus enseñanzas son de mucho valor. Es capaz de dar una clase sin más material de apoyo que un tablero y su marcador, ya que plasma en la superficie todos los diagramas que sean necesarios para transmitir su conocimiento. Me llevo una gran satisfacción por haber sido su estudiante.Pros: Es una eminencia.","5"
"1576031528-346","https://losestudiantes.co/","Xavier Marquinez CasasBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/xavier-marquinez-casas","Muy buen profesor, tiene basto conocimiento sobre su area, biologia de plantas, es calmado y atiende dudas, sus parciales son relativamente faciles para quien estudia y comprende (no a totalidad) la clasePros: Se cuentan con muchos recursos para dejar alta la materia, desde plataformas virtuales de moodle hasta las guias y librosCons: Habla con un tono monotono por lo que es facil dormirse en clases magistrales, puede llevar el ritmo un poco rapido para el extenso contenido que dicta, puede ser confuso si no pone atencion toda la clase","4.1"
"1576031858-417","https://losestudiantes.co/","Jesus Orlando Vargas RiosBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/jesus-orlando-vargas-rios","El profesor tiene un largo recorrido en restauración de ecosistemas, por lo que sabe muchas cosas útiles para trabajar en este campo y aportar al cuidado del ambiente con conocimiento teórico de lo que subyace a toda la problemática conocida por la sociedad. Él dicta sus clases transmitiendo interés por el tema a sus estudiantes y al final del cur...
Leer más...Pros: Es muy amable","5"
"1576031421-316","https://losestudiantes.co/","Gabriel Hernando Guillot MonroyBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/gabriel-hernando-guillot-monroy","Con este profesor es fácil pasar la materia, porque no revisa los trabajos ni los exámenes. Lo importante es hacer todo lo que él sugiere para tener la marca de la entrega y poder pasar. Si uno hace los trabajos a conciencia aprende mucho, pero es feo porque él no le da a uno ninguna motivación para hacer esos trabajos que quitan mucho tiempo.Cons: Da mucho sueño en su clase y es muy desordenado con las notas.","3.5"
"1576031327-286","https://losestudiantes.co/","Miguel Angel Gamboa GaitanBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/miguel-angel-gamboa-gaitan","Es una persona apasionada por su carrera. Su conocimiento de plantas es extenso. Es muy colaborador. Siempre está disponible para una asesoría. Muchos compañeros estamos esperando su libro que está próximo a ser publicado. Pros: Sus parciales son de selección múltiple lo cual es bueno por la extensión de los temas a evaluar.

Las diapositivas que emplea para la clase facilitan bastante la comprensión del tema, en especial al hablar de la fecundación. Cons: En el desarrollo de la clase hay poco tiempo para tomar apuntes sin perderse algún detalle de información que puede entrar en el parcial.","5"
"1576031421-314","https://losestudiantes.co/","Gabriel Hernando Guillot MonroyBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/gabriel-hernando-guillot-monroy","Un poquito deficiente en transmitir conocimiento. No alcancé a terminar con élCons: Muy mal pedagogo.","2"
"1576031377-300","https://losestudiantes.co/","Diego Alonso Giraldo CañasBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/diego-alonso-giraldo-ca%C3%B1as","Esperaba algo de este profesor, pero mis expectativas cayeron cuando no dió un tema que me interesaba. Pensé que nos iba a enseñar taxonomía pero al final fue una clase de ecología con una que otra planta. No se aprende nada si usted no lee lo que manda.","3"
"1576031513-332","https://losestudiantes.co/","Orlando Rivera DiazBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/orlando-rivera-diaz","En lo personal creo que es el mejor docente de botánica, excelente preparación de la clase y muy concretos los temas que explicaba. Domina muy bien las temáticas y su sentido del humor le pone un toque diferencial. ¡Lo recomiendo mucho!","5"
"1576031952-429","https://losestudiantes.co/","Ernesto Javier Puertas DellepianesBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/ernesto-javier-puertas-dellepianes","Un gran profesor, se aprende mucho. Es muy apasionado por su trabajo y lo transmite. Ame el módulo de Ecología. Respecto a la nota se puede dejar en 5 (esa fue mi definitiva)Pros: Se apoya con recursos como videos y lecturas bastante interesantes.","5"
"1576031435-320","https://losestudiantes.co/","Maria Marcela Camacho NavarroBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/maria-marcela-camacho-navarro","Pros: Se preocupa por el aprendizaje de los estudiantesCons: Los parciales son difíciles","4"
"1576031858-416","https://losestudiantes.co/","Jesus Orlando Vargas RiosBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/jesus-orlando-vargas-rios","El profesor es muy amable y se tiene la mentalidad de que el que quiere aprende independiente de la nota que obtenga. Las clases son todas teóricas y respaldadas por fuentes bibliográficas que él nos compartía virtualmente. Me pareció muy interesante porque exponía temas de preocupación ambiental, que depronto muchos no conocemos de cerca; y además nos motivaba a ser parte de las soluciones que se pueden proponer desde la academia.Pros: Sabe mucho.","5"
"1576031630-367","https://losestudiantes.co/","Mary Ruth Garcia CondeBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/mary-ruth-garcia-conde","Es lo peor que en visto en mi tiempo de carrera, solo utiliza diapositivas, es una clase de cerca de cuatro horas, sólo habla y habla y habla, dando conceptos y ideas bien dispersas entre sí, está explicando un tema luego sale con una idea totalmente distinta que no tiene nada que ver, sus diapositivas son llenas de textos, parece puro copié y pegue. Su rúbrica de calificación es muy variada, no tiene algo definido y no es clara al explicar las actividades a desarrollar, teniendo en cuenta que explica algo de una manera y a la clase siguiente en vista de la dudas lo cambia todo de manera radical. En conclusión, es malísima, muy mala. No volvería a tomar ninguna clase con ella.Pros: NingunoCons: La calificación
Metodología
Falta claridad","1.5"
"1576031550-352","https://losestudiantes.co/","Maria Del Pilar Gomez CorreaBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/maria-del-pilar-gomez-correa","Una docente espectacular. Ojalá la universidad tuviera más como ella.Pros: Sus diapositivas son geniales. Además hace que temas muy complejos parezcan fáciles.","5"
"1576031520-335","https://losestudiantes.co/","Enrrique Zerda OrdonezBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/enrrique-zerda-ordonez","Pros: Sus clases son muy interactivas ya que pone videos.Cons: Sus parciales son muy de memoria.","4.5"
"1576031808-408","https://losestudiantes.co/","Yih Wen FungBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/yih-wen-fung","La profesora explica muy bien todas las bases biológicas de los hongos y su utilidad en el ámbito comercial.Pros: -Sabe mucho de las aplicaciones de los hongos.
-Enseña un factor comercial que no se maneja en otras materias de fundamentación.Cons: Dijo que haría un parcial acumulativo, por lo que tuve que dedicarle mucho tiempo al estudio del final de ese curso y no de otros, pero no fue así el parcial.","4.5"
"1576031535-348","https://losestudiantes.co/","Nelly Rodriguez ErazoBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/nelly-rodriguez-erazo","En clase de Ecología. Su fortaleza es la ecología del paisaje y el tema de ciclos, es ahí cuando se aprende mucho con ella, en otros temas parece ser muy repetitiva. En cuanto a calificación es buena, siempre y cuando no sea calificando exposiciones. Pros: Ecología del paisajeCons: Calificación exposiciones","3.5"
"1576031887-422","https://losestudiantes.co/","Rodulfo Ospina TorresBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/rodulfo-ospina-torres","El profesor sabe mucho de artrópodos, pero se dispersa bastante a la hora de explicar. Él llega con toda la emoción del mundo, pero se desvía con frecuencia del tema. Y lo malo es que le toca abordar mucho mucho tema en muy poco tiempo y eso perjudica el aprendizaje. Sin embargo, a pesar lo anterior, se resalta la emoción con que explica. Aunque muchas veces llegaba tarde y oliendo a alcohol o algo que habría fumado antes de entrar.","4"
"1576031844-411","https://losestudiantes.co/","Carmen Reyes BlandonBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/carmen-reyes-blandon","Cons: Es muy mala explicando y los parciales son a matar","2"
"1576031858-418","https://losestudiantes.co/","Jesus Orlando Vargas RiosBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/jesus-orlando-vargas-rios","El profesor tiene un largo recorrido en restauración de ecosistemas, por lo que sabe muchas cosas útiles para trabajar en este campo y aportar al cuidado del ambiente con conocimiento teórico de lo que subyace a toda la problemática conocida por la sociedad. Él dicta sus clases transmitiendo interés por el tema a sus estudiantes y al final del curso se desarrolla una práctica de campo en la que se interactúa con los campesinos, que son los protagonistas de los agroecosistemas; para poder integrar de buena forma los conocimientos adquiridos en clase.Pros: Es muy amable","5"
"1576031844-412","https://losestudiantes.co/","Carmen Reyes BlandonBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/carmen-reyes-blandon","explica bien,Pero en cuestión de notas es muy exigente se tiene que trabajar a su manera y no sé puede hacer más nada. Es a su manera.Pros: Brinda mucha información y te pone a pensar.Cons: Califica todo,y si no piensas igual a ella está mal.","1.8"
"1576031801-404","https://losestudiantes.co/","Fernando Fernandez CastiblancoBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/fernando-fernandez-castiblanco","Pros: Explica bien los temas y da un panorama general bueno de la introducción a la materia. Cons: Los parciales pueden ser un poco cascareros.","4"
"1576031449-323","https://losestudiantes.co/","Adriana Rocio Jerez MartinezBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/adriana-rocio-jerez-martinez","Buena profesora. Explica bien los temas. Puede ir muy rápido a veces y mete mucha diapositiva pero es dinámica la clase, talleres que ayudan a afianzar el conocimiento, didácticos. Puede ser un poco agresiva respondiendo cuando está de mal humor, un poco prepotente pero es buena enseñando. Los parciales los hace ver relajados pero chorcha. Pros: -explica muy bien
-estricta en el laboratorio Cons: -parciales que no incluyen todo lo visto en el curso
-más dedicación a unos temas que a otros
-muy directa al hablar","4"
"1576031658-382","https://losestudiantes.co/","Edgar Ernesto Camero RubioBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/edgar-ernesto-camero-rubio","No lo hagaPros: NadaCons: Todo","2.4"
"1576031751-395","https://losestudiantes.co/","Jose Ernesto Mancera PinedaBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/jose-ernesto-mancera-pineda","Este señor sabe lo que dice. Es un experto en las ciencias del mar y aunque la vida no le ha sido muy amable ultimamente, siempre es dedicado y da una excelente introducción al área de la ecologíaPros: Es muy detallado en la explicación.

- Los conceptos se entienden a la perfección.

- Sus parciales son perfectamente pasables con una excelente calificación.

- Es muy analítico con los informes. Da correcciones a los estudiantes para que mejoren.Cons: Es muy exigente con la puntualidad en clases.

En los informes es exigente.","4.7"
"1576031672-388","https://losestudiantes.co/","Gabriel Antonio Pinilla AgudeloBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/gabriel-antonio-pinilla-agudelo","Es muy bueno. Me agradó recibir sus clases, tanto por su conocimiento y el trato que tuvo con los estudiantes. Tiene un largo recorrido en el estudio de aguas continentales, por lo cual está en la capacidad de transmitir grandes enseñanzas. El curso es demandante, ya que por tratarse de una ecología se deben desarrollar múltiples prácticas fuera de clase, pero vale la pena pues refuerzan toda la teoría expuesta en clase.","5"
"1576031615-359","https://losestudiantes.co/","Alexis Jaramillo JustinicoBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/alexis-jaramillo-justinico","muy buen profesor, las clases son súper dinámicas. Siempre lo tiene a uno metido en el cuento. Es atento, analítico y se preocupa porque los estudiantes comprendan la lógica de su materiaPros: explica bien temas
analítico
Cons: parciales son solo de lecturas, no del contenido explicado en clase.","4.8"
"1576031844-414","https://losestudiantes.co/","Carmen Reyes BlandonBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/carmen-reyes-blandon","Me gustó que nos facilitaba mucho material bibliográfico para complementar lo que ella enseñaba en clase, que a su vez era muy bien explicado. Pero a la hora de calificar era un poco complicado, porque así tu respondieras correctamente, ella te ponía problemas en todo, hasta si tenías sinónimos de lo que ella exigía.Cons: Te pone mala nota si no contestas sus preguntas con las palabras exactas y en el orden preciso en que ella las quiere ver.","3.5"
"1576031327-284","https://losestudiantes.co/","Miguel Angel Gamboa GaitanBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/miguel-angel-gamboa-gaitan","Muy buen profesor, muy practico y flexible con los laboratorios, calmado y explicativo con la clase, no es dificil sacar una buena nota si realmente se lo propone, los informes si es un tanto exigente, muestra los errores de cada punto y puede aplazar fechas si se le solicita con un buen motivo. Tiene muchas formas de mejorar las notas y sus parciales son relativamente faciles, muy relacionados con la clase y el material de estudioPros: Mucho material de ayuda Cons: Como un profesor flexible ""relajado"", muchas veces, con notas, clases o trabajos puede que no sea tan estricto, lo que puede ocasionar un rendimiento ""bajo"", ya dependiendo de que tan autonomo sea el estudiante.","4.2"
"1576031392-302","https://losestudiantes.co/","Clara Matilde Spinel GomezBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/clara-matilde-spinel-gomez","La profesora tiene tanto aspectos positivos como negativos para resaltar. Como cosa buena puedo decir que tiene el pensamiento de que un estudiante no debe perseguir una nota sino su aprendizaje, de modo que la exigencia en el curso no es muy alta. La metodología era que nos enviaba por correo el parcial y teníamos un mes para desarrollarlo, eso me parecía excelente porque uno podía consultar diferentes fuentes para resolver los problemas, que obviamente eran más complejos que los expuestos en un examen presencial. Sin embargo, el fundamento teórico que ella utilizaba en clase tenía ciertas fallas porque no consideraba estudios más recientes a los que ella hizo hace muchos años.","4"
"1576031729-393","https://losestudiantes.co/","Julieta TroncosoBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/julieta-troncoso","Me encantó la efusividad con que daba sus clases, realmente apasionada por el tema. La profesora sabe mucho y procura transmitirnos todos sus conocimientos en clase, además de ser muy amable. Eso es muy importante porque hace que sus estudiantes realmente se interesen en los tópicos que ella enseña, para que aprendan lo que ella enseña. Pros: Es muy entusiasta.","5"
"1576031370-296","https://losestudiantes.co/","Luis Martin Caballero RuedaBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/luis-martin-caballero-rueda","El profesor tiene un amplio conocimiento de la materia, si en clase se le pone atención es fácil entender los conceptos que se requieren. Los laboratorios son simples aunque se complican a veces por la falta de equipos y organización. Los informes los califica otra persona (Monitor) que aparentemente califica la bibliografía y como referencia sin tener en cuenta el contenido del informe como tal.

Es una materia que requiere mucho tiempo y trabajo. Pros: Conoce el tema.
Esta siempre dispuesto a ayudar.Cons: A veces en clase se sale del tema.","4.5"
"1576031952-431","https://losestudiantes.co/","Ernesto Javier Puertas DellepianesBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/ernesto-javier-puertas-dellepianes","Profesor de Biología General, módulo Ecología. El docente sabe mucho de su área. La clase es interesante, siempre y cuando se le ponga cuidado durante la explicación. No es para nada duro al evaluar, pero hay que cumplir con todas las asignaciones. Pros: -Sabe mucho. 
-Los ejemplos que da en clase son interesantes. 
-Califica suave. Cons: -Le gusta meterle filosofía a la cátedra, cosa que no a todos les gusta. 
-A veces, se torna un poco aburrida la clase.","4"
"1576031421-309","https://losestudiantes.co/","Gabriel Hernando Guillot MonroyBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/gabriel-hernando-guillot-monroy","Pros: Los temas que dicta son muy interesantes y sabe bastante. Cons: Las clases dan mucho sueño y deja muchos trabajos. Al final se inventa las notas.","3"
"1576031484-330","https://losestudiantes.co/","Hector Julio Fierro MoralesEstudios Ambientales","https://losestudiantes.co/universidad-nacional/estudios-ambientales/profesores/hector-julio-fierro-morales","Excelente docente, genial profesional, comprometido con el aprendizaje. Se le debe dedicar bastante tiempo. Las clases son muy interesantes y dinámicas.","5"
"1576031520-340","https://losestudiantes.co/","Enrrique Zerda OrdonezBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/enrrique-zerda-ordonez","Cuando cursé esta materia, el profesor daba sus clases teóricas en el horario correspondiente y se podía optar por hacer un proyecto a lo largo del semestre, con una fase de campo al final para concluir. Adicionalmente, cada semana (creo) los estudiantes debían hacer un seminario asociado a algún tema asignado por el profesor, y se evaluaba el deba...
Leer más...","4"
"1576031672-387","https://losestudiantes.co/","Gabriel Antonio Pinilla AgudeloBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/gabriel-antonio-pinilla-agudelo","Super genial, explica bien los temas, todos los trabajos son trabajos en clase, parciales de opción múltiple de solo teoría, recomendado un 85%Pros: Sus trabajos son todos en claseCons: Un poco aburridor, pero trata de sacar la clase adelante","4.5"
"1576031313-278","https://losestudiantes.co/","Clara Ines Orozco PardoBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/clara-ines-orozco-pardo","Pros: Quiere que los estudiantes aprendan en el laboratorio. Cons: Explica mal y si le caes mal te la ganaste de enemigo","4"
"1576031637-371","https://losestudiantes.co/","Silvio Zuluaga RamirezBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/silvio-zuluaga-ramirez","Pros: Deja salir antes de que acabe la claseCons: Es muy pesimista y los informes los califica muy duro.","2.9"
"1576031484-328","https://losestudiantes.co/","Hector Julio Fierro MoralesEstudios Ambientales","https://losestudiantes.co/universidad-nacional/estudios-ambientales/profesores/hector-julio-fierro-morales","Buen profesor, muy neurótico, califica durísimo Pros: Buen profesor Cons: Neurótico
Califica durísimo
Parciales difíciles","3.5"
"1576031528-345","https://losestudiantes.co/","Xavier Marquinez CasasBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/xavier-marquinez-casas","Este profesor es bastante bueno en lo que dicta. Sin embargo, el problema es verlo en un auditorio tan pésimo como el de Biología que hace que uno se duerma. Además que la materia se dictó de una pésima forma, él individualmente está bien.Pros: - Propone casos cotidianos para entender la situación
- Es muy receptivo a dudas
- Siempre ofrece trabajo Cons: -Un poco arrogante en los pasillos de biología","4.5"
"1576031658-381","https://losestudiantes.co/","Edgar Ernesto Camero RubioBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/edgar-ernesto-camero-rubio","Pros: Explica bien. Cons: Es bastante exigente con los informes de laboratorio.","3.6"
"1576031637-372","https://losestudiantes.co/","Silvio Zuluaga RamirezBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/silvio-zuluaga-ramirez","Sólo vi la tercera parte del curso con él (fundamentos en ecología), aún así fue suficiente para saber lo pésimo que es como pedagogo","1.5"
"1576031520-343","https://losestudiantes.co/","Enrrique Zerda OrdonezBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/enrrique-zerda-ordonez","Cuando cursé esta materia, el profesor daba sus clases teóricas en el horario correspondiente y se podía optar por hacer un proyecto a lo largo del semestre, con una fase de campo al final para concluir. Adicionalmente, cada semana (creo) los estudiantes debían hacer un seminario asociado a algún tema asignado por el profesor, y se evaluaba el debate generado alrededor del tópico correspondiente. Lo expuesto en clase fue muy completo siempre y del trabajo semestral me llevé una excelente experiencia de documentación autónoma, trabajo práctico y posterior análisis; ya que lo abordado era totalmente autónomo y no eran puntos trabajados en clase.","4"
"1576031421-312","https://losestudiantes.co/","Gabriel Hernando Guillot MonroyBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/gabriel-hernando-guillot-monroy","Se nota que tiene un amplio conocimiento pero es pésimo transmitiéndolo. Divaga muchísimo en las clases, no es capaz de seguir una línea específica y da mucho sueño. Lo único que rescato es que si los trabajos que manda se hacen a conciencia, se aprende algo, las notas se las inventa pero si se le envía todo lo que pide no le va mal.Pros: - Trabajos interesantesCons: - Divaga mucho
- No revisa a conciencia","3"
"1576031535-350","https://losestudiantes.co/","Nelly Rodriguez ErazoBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/nelly-rodriguez-erazo","Dicta varias materias de Ecología, tiene bastante conocimiento de cosas prácticas para la vida laboral como biólogo. A veces explica muy aprisa, pero con decirle ella vuelve y explica o resuelve dudas. Aterriza los temas a contextos nacionales y actuales, se aprende muchísimo.Pros: Es experta en el área de ecología.Cons: Explica rápido.","5"
"1576031285-274","https://losestudiantes.co/","Alejandro Chaparro GiraldoBiología","https://losestudiantes.co/universidad-nacional/biologia/profesores/alejandro-chaparro-giraldo","El profesor Alejandro fue uno de los mejores con los que vi clase. Explica bien y la única nota que saca en su modulo es el parcial, el cual es súper sencillo.Pros: Es muy buen profesorCons: Las notas las publica luego de terminar el modulo","5"
