nota,[3.62235562]
4.1,[27.83856277]
4.1,[25.00588586]
5,[54.71897162]
1,[2.67752592]
5,[12.19711917]
5,[35.24878789]
4,[22.8700223]
4,[15.95920467]
5,[30.98896179]
5,[52.43675551]
3.2,[10.20578296]
3,[13.68721311]
2.9,[16.3054573]
1,[13.63532942]
4,[29.00539472]
5,[49.59684605]
5,[24.89832671]
