nota,[3.62235562]
5,[3.89551009]
5,[16.44620367]
4,[4.92976084]
1.5,[-8.12484726]
5,[16.5898426]
5,[20.54824067]
1.5,[-3.56792414]
5,[9.9637698]
5,[17.86155274]
5,[8.17841569]
2,[5.39315253]
5,[11.56927284]
5,[36.57924879]
1.5,[-7.94492815]
1.5,[-13.35872859]
4,[14.81913092]
