nota,[3.62235562]
3.9,[4.54519646]
4.5,[8.52828894]
3.6,[3.73544028]
4,[19.94354955]
2,[0.43617112]
1.6,[-13.81299661]
4.7,[15.99551873]
1.5,[-5.33101233]
4.9,[18.71394198]
4.5,[8.01040785]
5,[5.19100878]
3.9,[1.60362171]
5,[22.18637439]
4.9,[5.17893938]
4.8,[15.40675414]
2,[-4.19079664]
4.7,[11.78186343]
1.5,[-2.38440168]
4.2,[9.66127297]
3.2,[-3.98901569]
3.4,[-0.17983741]
3.1,[5.75603966]
3,[-14.12661432]
1.5,[-2.84209262]
