nota,[3.62235562]
3,[1.39998156]
1.3,[-4.34198605]
5,[18.82464419]
4,[18.53660379]
1.5,[-9.8490036]
4.7,[8.55913792]
4.5,[11.3749835]
4,[19.32516714]
4,[5.73042746]
4.9,[27.17220937]
4.8,[13.14231854]
4,[19.18139088]
3.5,[17.52288441]
3.7,[-4.71912961]
4,[10.77796517]
4.9,[9.6906851]
5,[22.57475202]
4.1,[14.05213276]
