nota,[3.62235562]
4.4,[39.29404498]
4,[23.79480527]
4.5,[22.65312264]
4.5,[11.74388292]
5,[22.51632845]
4.3,[8.88724545]
4.5,[31.38885264]
5,[37.02789555]
5,[17.65820335]
5,[23.17944986]
5,[30.85143399]
3.5,[18.62132727]
4.5,[7.51129565]
4,[11.4518943]
5,[18.32811024]
5,[22.3891235]
5,[18.41193331]
5,[9.02452033]
4.5,[11.74388292]
5,[17.61090431]
5,[33.84695472]
4.5,[14.15459142]
4,[12.69036977]
5,[24.08466683]
4,[10.41573936]
3.5,[30.67506143]
2,[0.90534144]
5,[14.38265925]
