nota,[3.62235562]
5,[21.48548367]
5,[16.11059069]
4,[16.66361703]
4.7,[23.84837153]
4.1,[6.0245289]
5,[7.08022364]
4,[6.39491301]
5,[25.61246002]
5,[19.44500874]
4,[33.23908502]
3.1,[7.53501568]
4.2,[12.05425944]
