nota,[3.62235562]
4.5,[3.09735859]
1,[-25.29356873]
3,[13.39040458]
3.5,[-10.42178003]
5,[19.61822313]
5,[25.29124288]
3.5,[10.40831211]
2,[-3.20139238]
3,[14.91664238]
4,[-0.92512999]
4.8,[34.61611215]
4.4,[16.88765399]
2.4,[-10.01205362]
3.7,[14.25292053]
4.9,[15.65783951]
4.5,[18.13892446]
2,[-8.08242391]
5,[38.43534652]
4.1,[-12.61671854]
5,[28.24226953]
