nota,[3.62235562]
2,[-1.0202358]
4.8,[19.11471432]
5,[38.44224959]
4.5,[14.15559763]
4.4,[19.12956652]
2,[7.82464277]
5,[28.61575299]
1.7,[2.86796893]
5,[11.37635946]
3.5,[10.73469858]
5,[31.60079605]
4.9,[15.49904923]
3.5,[10.05373084]
2.7,[-7.95663369]
2,[1.41053982]
2.3,[-6.54820383]
4.8,[10.48106279]
1.8,[-13.3133902]
5,[10.52358222]
5,[21.67813952]
4.9,[23.1862506]
1.5,[-10.43255259]
1.5,[-1.75586655]
5,[26.89183141]
2,[-3.4404365]
3,[3.96629762]
4.5,[7.1666227]
2.5,[3.55217681]
3.9,[15.72351412]
2.9,[1.75631124]
5,[18.99634987]
5,[26.26650884]
4,[12.15557207]
4.5,[7.09040731]
4.5,[26.5608067]
5,[3.62235562]
5,[21.44940795]
3.5,[37.65961685]
4.5,[7.01362146]
1,[-16.19048146]
3,[0.87920719]
4,[10.51709781]
5,[26.1441837]
4.4,[20.79459996]
4.8,[39.87859651]
4.8,[11.13329726]
4,[1.77397522]
3.4,[4.4545009]
4,[26.38086185]
2,[-1.24803958]
5,[20.02411526]
5,[25.66673124]
5,[9.95371625]
5,[14.97026499]
3.5,[24.67171407]
2,[-9.33173012]
4.5,[10.43188962]
3.4,[23.72479067]
5,[15.68274046]
4,[4.21154836]
3.9,[11.96263646]
4.5,[16.18203273]
5,[22.21408649]
2.1,[1.45804229]
5,[6.80920005]
1.5,[21.4637558]
4.6,[9.28591189]
2.9,[14.5741716]
5,[12.85306495]
5,[24.46047834]
1.5,[-7.74321963]
4,[26.57149774]
1,[-13.46192084]
4,[15.1098512]
3,[7.62599972]
5,[7.96691376]
4.7,[6.65924888]
2.9,[-3.87565531]
3.7,[7.8146368]
5,[11.21874946]
4.7,[19.20013754]
3.4,[-0.54942998]
4.7,[28.36351958]
3.5,[15.69902633]
2.9,[9.2077535]
4.5,[5.93949559]
4.1,[13.40603373]
5,[17.38588984]
5,[49.51029178]
3.5,[4.67585414]
4.2,[19.83553344]
5,[35.8580232]
1.5,[9.98138867]
5,[16.73931827]
2.8,[-0.26223925]
4.5,[21.64813293]
1.5,[-0.49013036]
5,[21.13289984]
2,[6.56654871]
4.2,[15.28834403]
5,[7.38540175]
4.5,[24.32696419]
3,[3.8007824]
4.6,[27.443936]
3.4,[11.25766365]
3,[4.39146325]
4.5,[16.78950054]
3.9,[13.4632426]
3.4,[1.40206256]
4,[5.05030248]
2.3,[-5.05925059]
5,[18.00350789]
3.5,[6.70859159]
4.5,[35.98480557]
1.5,[-16.36326897]
4.1,[14.96048614]
5,[29.78373338]
5,[16.07729358]
5,[68.01070422]
4.8,[30.6092415]
5,[29.65331785]
1.6,[9.84261954]
3.9,[9.83725321]
3.5,[-4.30031377]
4.8,[41.93412928]
4.5,[29.30016339]
4,[17.64058279]
4.5,[36.6966581]
4,[6.06152093]
4,[16.89194995]
4.3,[15.43087891]
5,[15.41142773]
5,[23.47371962]
5,[19.39728258]
5,[16.54034816]
4,[8.14999208]
3.5,[28.15352425]
4.5,[16.17896675]
4,[21.75305037]
