nota,[3.62235562]
1.5,[-10.87190591]
4.5,[28.56412037]
4.7,[29.94668274]
4.6,[8.56117456]
5,[10.52364113]
5,[15.26605293]
5,[15.90798765]
4,[18.6457249]
4.5,[15.08958077]
5,[21.64433429]
4.5,[17.89713781]
1.5,[-6.94286113]
4.5,[24.38210848]
4.7,[6.50380382]
5,[27.63421744]
4,[25.36703576]
5,[17.0599528]
5,[7.35031581]
1.5,[-7.44230429]
4.3,[25.0672605]
3,[4.0373564]
