nota,[3.62235562]
2.5,[-16.51990033]
4.7,[19.60748765]
5,[38.14194332]
3.8,[1.73975174]
4.7,[10.73353628]
4,[19.36974893]
4.5,[5.4867015]
4,[21.59697539]
4.5,[12.86743407]
4.5,[13.97709644]
4.5,[17.38216424]
4.5,[19.09384123]
4.3,[9.43456379]
4.4,[0.1239812]
2,[-0.03789781]
5,[66.55971663]
3,[4.5377563]
3.5,[15.82160979]
